time,open,high,low,close,Volume,Plot,Plot
1707642000,0.14322,0.14586,0.14289,0.14509,10395692,0.1381921053180599,0.14699771113117052
1707645600,0.1451,0.14554,0.14241,0.14357,8108244,0.13862575655430928,0.14700398620798658
1707649200,0.14355,0.14464,0.14301,0.14374,6811810,0.13972892799149597,0.14773948221031916
1707652800,0.14375,0.14534,0.14363,0.14483,6409792,0.13972249760104802,0.1473212830757353
1707656400,0.14486,0.14502,0.14337,0.14377,8532327,0.13938077723133066,0.14657219064905927
1707660000,0.14382,0.14439,0.13881,0.14016,27267956,0.13998538816765818,0.14683802720284067
1707663600,0.14016,0.14156,0.14013,0.1414,8491817,0.13991973095814914,0.14641873109670395
1707667200,0.14144,0.14197,0.1345,0.13746,39789775,0.13752707399538808,0.1483046726003102
1707670800,0.13746,0.14071,0.13742,0.13983,14629954,0.13823428100029236,0.14850552715651738
1707674400,0.13982,0.14126,0.13891,0.14088,10085663,0.1385063393226786,0.148265099556657
1707678000,0.14085,0.14171,0.1404,0.14157,6554604,0.13878563354963566,0.14805881608266905
1707681600,0.14159,0.14173,0.13893,0.13931,9897620,0.1381228893832292,0.14687572373749944
1707685200,0.13935,0.14076,0.13817,0.13918,8831571,0.13836759078242317,0.14668433899956415
1707688800,0.13915,0.14095,0.13899,0.1409,6973565,0.13854009545146867,0.14643898711927866
1707692400,0.1409,0.14226,0.14022,0.14201,6572131,0.1391019396030992,0.1466255945950486
1707696000,0.14202,0.14748,0.14169,0.14657,27341342,0.14016564489827738,0.1473580480387488
1707699600,0.14652,0.1466,0.1444,0.14522,8877307,0.13993125288043212,0.14674387024443641
1707703200,0.14522,0.14564,0.14206,0.14263,6932509,0.1389135428447997,0.14533064855026515
1707706800,0.14258,0.14313,0.14107,0.14173,5329126,0.1388711283086978,0.14495848722523164
1707710400,0.14174,0.14222,0.134,0.14044,24755709,0.13868077527978265,0.14444951764458194
1707714000,0.14044,0.1412,0.13913,0.13914,5067293,0.13855230916579386,0.14402184981439878
1707717600,0.13915,0.13968,0.13669,0.13816,11763744,0.13824876830511165,0.14423060504240684
1707721200,0.13812,0.1403,0.13746,0.13834,8456001,0.13832076004140947,0.14400032050541448
1707724800,0.13835,0.14045,0.13835,0.13904,5645187,0.13794638380651186,0.1433218446530532
1707728400,0.13902,0.13966,0.13673,0.1371,7073694,0.13711041244394193,0.14218121317453378
1707732000,0.1371,0.13756,0.1356,0.13682,9565289,0.1369042017423611,0.1421071337718088
1707735600,0.13682,0.13767,0.13508,0.13668,11714610,0.13676453088523008,0.14202790008675978
1707739200,0.13667,0.139,0.1363,0.1389,7067019,0.13734549522106623,0.1423621098011175
1707742800,0.1389,0.13893,0.1374,0.1386,4235704,0.13722403041030934,0.141981255523023
1707746400,0.13859,0.14455,0.13794,0.14412,30369376,0.13985766822593623,0.14445978023908868
1707750000,0.14413,0.14623,0.14181,0.14535,27492981,0.14313502720304058,0.1476058073107366
1707753600,0.14539,0.14556,0.1425,0.14356,14279843,0.14227234458111152,0.14649069335765277
1707757200,0.1436,0.14793,0.14331,0.14436,28635260,0.14316675306508525,0.14719639054685485
1707760800,0.14438,0.14641,0.14301,0.14437,10511094,0.14288341299346738,0.14670130582746524
1707764400,0.14432,0.14535,0.14297,0.14324,5994763,0.14225731321509094,0.14586600765242258
1707768000,0.14329,0.14507,0.14288,0.14478,5091686,0.14384002972933338,0.14730423439376913
1707771600,0.14478,0.14549,0.14293,0.14331,5369935,0.14264057774242953,0.14590216547786114
1707775200,0.14331,0.14464,0.14317,0.14411,3986456,0.1431080828981993,0.14621497058727959
1707778800,0.1441,0.14476,0.14353,0.14418,2668757,0.1427515906805666,0.14569418438642712
1707782400,0.14414,0.14561,0.14385,0.14495,5204624,0.14323761716902117,0.14613130640475896
1707786000,0.14494,0.14562,0.14126,0.14219,10154990,0.14227259617361696,0.14703069061949123
1707789600,0.14219,0.1423,0.14024,0.14085,8095980,0.14094034122682256,0.14699901614605462
1707793200,0.14085,0.14096,0.13934,0.13995,7911096,0.14004159743015904,0.1466951706639185
1707796800,0.13996,0.14124,0.1389,0.14048,5948405,0.14034234670849116,0.14666930078851304
1707800400,0.14044,0.14257,0.14025,0.14068,7163148,0.14077025314444583,0.1468268794295086
1707804000,0.14069,0.14243,0.14035,0.14169,4889500,0.14072151519375584,0.14646713794497823
1707807600,0.14171,0.14208,0.14068,0.14147,5055626,0.1407613551944554,0.14621567467107924
1707811200,0.14148,0.14337,0.14139,0.14324,4645626,0.14119486925217906,0.14638740085949953
1707814800,0.14321,0.14409,0.14197,0.14393,5426180,0.14151162979603846,0.14645106017320664
1707818400,0.14392,0.14392,0.1419,0.14207,7727624,0.1404096687531218,0.14506152780198103
1707822000,0.14208,0.14292,0.14072,0.14137,5633558,0.14067798141845714,0.1451020281259837
1707825600,0.14138,0.14259,0.14078,0.14138,4688508,0.1402807362825828,0.1444684203417329
1707829200,0.14145,0.14196,0.13575,0.13906,36309900,0.13913590011665652,0.14328207491550907
1707832800,0.13907,0.13945,0.13583,0.13674,23706088,0.13666360839979172,0.14052960503127185
1707836400,0.13677,0.13824,0.1358,0.13654,11583723,0.1366107783674571,0.14034611471447067
1707840000,0.13656,0.1378,0.13538,0.13567,8243335,0.13573936047287027,0.13936989108075123
1707843600,0.13569,0.13745,0.13539,0.13739,7956081,0.13670455881620444,0.14017576658508904
1707847200,0.13736,0.1386,0.13714,0.1385,5294912,0.13738253635329506,0.14069443580834146
1707850800,0.13849,0.13897,0.13729,0.13814,4757890,0.13709342368467958,0.14023121589296988
1707854400,0.13814,0.13939,0.13752,0.13841,4650571,0.1379634169643636,0.14096152082172422
1707858000,0.13838,0.14016,0.13776,0.13843,6738139,0.13828970251931552,0.14114308703321413
1707861600,0.13843,0.1385,0.13617,0.13692,9730768,0.13700377806432568,0.14213662790653736
1707865200,0.1369,0.13768,0.13646,0.13763,4079380,0.13752365403691247,0.14241378447318437
1707868800,0.13762,0.13762,0.13624,0.13662,3348246,0.13670305268673663,0.14174548817706026
1707872400,0.13664,0.13776,0.13615,0.13766,3309120,0.13662896038469588,0.14141226684493527
1707876000,0.13769,0.13892,0.13736,0.13856,3016914,0.13682382090752965,0.14137046352096122
1707879600,0.13855,0.1391,0.13788,0.13829,5346973,0.13692350147856477,0.14124237082797644
1707883200,0.13824,0.13836,0.13722,0.13768,2161527,0.13649363858403574,0.14058046089819942
1707886800,0.13772,0.138,0.13731,0.13771,2210830,0.1368066326682875,0.1406951061324104
1707890400,0.13771,0.13877,0.13726,0.13854,2396564,0.13703406141913155,0.14073162482770138
1707894000,0.13855,0.13923,0.13689,0.13858,9713736,0.13756514070269815,0.14108906231706098
1707897600,0.13859,0.14116,0.13851,0.14104,5406474,0.14004909337681412,0.14345508607369864
1707901200,0.14104,0.14235,0.14007,0.1418,11400298,0.14187366256439576,0.14576629538870362
1707904800,0.14181,0.14218,0.14016,0.14111,6628435,0.14113367721093664,0.14480986872019627
1707908400,0.1411,0.14159,0.14006,0.14153,6182624,0.1416032918998572,0.14546893951695095
1707912000,0.14152,0.14161,0.13893,0.1392,10717875,0.13929005445917558,0.14738151820197018
1707915600,0.13919,0.14185,0.13914,0.14179,8192436,0.13987314572942516,0.1475810209775056
1707919200,0.14177,0.1419,0.1408,0.1411,5370330,0.1401388240228633,0.1474651208930042
1707922800,0.14111,0.1413,0.13806,0.13948,10852657,0.13917557314992648,0.14607869322917275
1707926400,0.13948,0.14023,0.13862,0.13906,6956901,0.13905789313466332,0.14560219716757195
1707930000,0.13906,0.14041,0.13852,0.1403,4842567,0.13924359818113716,0.1454616737980752
1707933600,0.14028,0.14146,0.13998,0.14109,5487908,0.1387531140185056,0.14463291367911518
1707937200,0.14108,0.14184,0.14013,0.14129,6760621,0.13943884021344075,0.14504631474060944
1707940800,0.14128,0.14171,0.14101,0.14117,3145956,0.13952578312289732,0.14485085184256719
