feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,profit_label
0.9965770171149144,1.0035859820700896,0.9955990220048899,1.0034229828850856,1.0,0.989599019662964,1.010400980337036,0.005758969584335156,-0.014947422175013315,0.008014393195943761,0.0208019606740719,0.0,0.0,1.0032599837000815,1.0060309698451506,1.0017929910350447,1.00440097799511,0.8179412249208502,0.9938100202565011,1.013886990362693,0.0024734568204255497,-0.01737750272057291,0.004224207961007207,0.01999999999999993,0.0009746588693956041,-0.1820587750791498,1.004237978810106,1.008964955175224,1.002444987775061,1.0081499592502037,0.5093766289741327,0.9962843341888746,1.0164112904351146,0.00371626573575698,-0.016159303882772834,0.006492452523940925,0.019999999999999973,0.0047108512020792945,-0.4906233710258673,1.0079869600651996,1.0083129584352077,1.002281988590057,1.0030969845150772,0.36972787810816726,0.9945538475414142,1.0146458444614428,0.00042318882352125565,-0.019387171351202017,0.005983182406209633,0.020000000000000084,-0.00032488628979871506,-0.6302721218918327,1.0030969845150772,1.0035859820700896,0.9962510187449062,0.9991850040749796,0.45140833628570204,0.9880945034912605,1.0080560086122963,0.0030360695930802773,-0.01682603079490158,0.007312317192070296,0.020000000000000073,-0.004223521767381492,-0.548591663714298,1.0
1.0012154888001388,1.0067720090293453,0.9920125021705156,0.998784511199861,1.0,0.9548454426498222,1.045154557350178,0.015311748426913763,-0.07241872598040743,0.014741588622962109,0.09030911470035574,0.0,0.0,0.9986108699426981,1.0012154888001388,0.991144295884702,0.9982635874283727,0.5469267742351107,0.9534373962908542,1.0389024593497964,0.01628084576355847,-0.06732325564855807,0.010085202573465533,0.08579365896533785,-0.0005215577190543775,-0.4530732257648893,0.9984372286855354,1.0038201076575792,0.9831567980552178,0.9907970133703766,0.503416915276947,0.9395810448025655,1.0194139868408798,0.023554882799366388,-0.05660234349569514,0.02069565217391289,0.08150397601707086,-0.007997218358831795,-0.496583084723053,0.991144295884702,1.0059038027435319,0.988886959541587,0.9963535335995831,0.3519836812773971,0.9477046741471573,1.024039546126629,0.020472099076319836,-0.05559684507359779,0.01716888577435184,0.07742877721621735,-0.0024339360222532472,-0.6480163187226029,0.9963535335995831,1.0237888522312901,0.9956589685709324,1.021531515888175,0.6002414440844854,0.9519972567915146,1.024697457763446,0.04154194657786392,-0.03235333662326572,0.028232833739979073,0.07355733835540652,0.022774687065368567,-0.3997585559155145,1.0
0.9991845610220169,1.0040771948899159,0.9975536830660506,1.0008154389779833,1.0,0.9820810798869685,1.0179189201130316,0.004716087617406404,-0.030656920889587033,0.00652883569096853,0.03583784022606311,0.0,0.0,1.0009966476397574,1.010781915375555,0.999003352360243,1.010781915375555,0.6177033605862735,0.9905239221923904,1.0248312612981236,0.006072315758782674,-0.027607047278900974,0.011766835626357622,0.03404594821476,0.009958355965960437,-0.38229663941372644,1.010600706713781,1.0202047657878046,1.0087886200960405,1.0189363051553866,1.058527289521336,1.0025791635334833,1.0355392588082155,0.0019938740780587397,-0.02989850786052622,0.011296395911780478,0.03234365080402209,0.018106101756291886,0.05852728952133594,1.0189363051553866,1.032526954788439,1.0171242185376461,1.0263658602881218,2.1714046848231,1.012482222289661,1.0453791961847274,-0.000572038705511815,-0.032022976004339,0.015116485861639608,0.0319720012239258,0.02552960347637154,1.1714046848230997,1.026184651626348,1.02763432092054,1.0196611398024826,1.0209296004349009,1.0342051835458088,1.0071149343971382,1.0393469815184446,-0.0005675092854562547,-0.03156173518700534,0.007769733356878104,0.03150026577150925,0.020097772949483974,0.03420518354580872,1.0
0.9947939645283684,1.0069707932586254,0.9937351098561723,1.0052060354716315,1.0,0.9884987649619725,1.0115012350380275,0.00433299382001331,-0.01850646384596866,0.013304949441192038,0.02300247007605492,0.0,0.0,1.0050295596929322,1.0129709697344038,1.0036177534633373,1.0113826877261096,1.0181771072633874,0.9915684321619337,1.0134758939150144,0.007375993305032156,-0.014399611992346715,0.009306409130816455,0.021852346572252147,0.006144662921348417,0.018177107263387463,1.0113826877261096,1.0235595164563662,1.0113826877261096,1.0217947586693725,1.2455243827758264,0.9919441225474356,1.0127526031681688,0.017361352844430196,-0.003541821266129066,0.012039783632873679,0.02075972924363953,0.01650280898876398,0.24552438277582653,1.0216182828906732,1.0226771375628696,0.9896761669460866,1.0221477102267715,2.263044947601317,0.9819910728091578,1.0086135379299428,0.028027882913188196,0.0008929740240793259,0.03230264294351365,0.02674811961869231,0.016853932584269756,1.2630449476013166,1.0216182828906732,1.0569134386305479,1.0156181064148946,1.0569134386305479,4.280896373287923,0.9484050197372462,1.0390582699385043,0.10063761159934292,0.004611835498128294,0.040421489030920674,0.09122508141123736,0.051439606741573024,3.2808963732879226,1.0
0.9830191883172016,1.0169808116827985,0.9772457123450502,1.0169808116827985,1.0,0.9543874592943813,1.0456125407056187,0.10063761159934292,0.004611835498128294,0.040421489030920674,0.09122508141123736,0.0,0.0,1.0171506197996265,1.04381049414162,1.0083205977245713,1.0319239259636612,1.1462177467103476,0.9788672968790191,1.0675421336571786,0.08888039280893877,-0.001566895461069926,0.034891485809682855,0.08666382734067557,0.014693604942394441,0.14621774671034748,1.0317541178468332,1.044319918492104,1.012735608762099,1.0202071659025302,0.8279373879098745,0.9779734338848428,1.0619474246962834,0.07750086397245942,-0.007703022346508202,0.0306122448979591,0.08233063597364158,0.003172482885289719,-0.17206261209012558,1.0202071659025302,1.0217354389539821,1.0071319409067754,1.0152827305145187,0.5460320841759304,0.982053622515782,1.0619901487476706,0.06784473839479778,-0.012532465709156157,0.014314247669773721,0.07821410417495965,-0.0016697278343630003,-0.45396791582406965,1.0151129223976907,1.023263712005434,1.0083205977245713,1.0147733061640347,0.4074607467760779,0.9825847915617585,1.0584112636512364,0.066731971217588,-0.009690611213599624,0.014720642355302828,0.07430339896621178,-0.0021706461846718447,-0.5925392532239221,1.0
0.9985956216439488,1.0017348203221808,0.9956216439487814,1.0014043783560511,1.0,0.9844661189581615,1.0155338810418384,0.02126252204807669,-0.009980493721535403,0.006121773659827805,0.031067762083676953,0.0,0.0,1.0014043783560511,1.0022304832713753,0.9936389921520032,0.9995869475423378,1.1344940339175633,0.9872855761096491,1.0168611440133917,0.016497856748584613,-0.013067144887352411,0.008579442336248116,0.029514373979492876,-0.00181488203266786,0.13449403391756326,0.9994217265592729,1.0030565881866995,0.9908302354399008,0.9924824452705493,1.4037593608061025,0.9791722427969364,1.007017284536272,0.017635908058846333,-0.010502749311264171,0.012233427012729314,0.028038655280518167,-0.008909420887642239,0.4037593608061025,0.9924824452705493,0.9982651796778189,0.9914911193721601,0.9933085501858734,0.8162163127657281,0.9787115630197817,1.0051331232315286,0.018962349945732364,-0.007822734000200643,0.006825370401198589,0.026636722516492295,-0.008084474509156931,-0.1837836872342718,0.9933085501858734,0.9959520859149111,0.988351920693928,0.9952912019826518,0.8341254499265656,0.984831780673062,1.0100721898401261,0.01465124616553554,-0.010703587749002052,0.00765136393878917,0.02530488639066782,-0.006104603200791826,-0.16587455007343446,0.0
1.0005226480836236,1.0012195121951217,0.9987804878048779,0.9994773519163762,1.0,0.99,1.01,0.012344909797151768,-0.007701524060217694,0.0024377503047187127,0.020000000000000122,0.0,0.0,0.9996515679442507,1.003484320557491,0.9994773519163762,1.0006968641114982,1.420802131821082,0.989928075723934,1.0099266227082557,0.01365376508242982,-0.00641858670138054,0.00400836528407105,0.01999999999999987,0.001220149904131138,0.4208021318210819,1.0006968641114982,1.003484320557491,0.9999999999999998,1.0022648083623693,1.0299621475507987,0.9923494255401347,1.0123968886823596,0.01276480276262416,-0.007289945806932627,0.0034818941504178302,0.019999999999999872,0.0027889140665854034,0.029962147550798707,1.0022648083623693,1.0052264808362368,1.001567944250871,1.0052264808362368,0.9395858420954147,0.9948789342286766,1.0149774985565285,0.013174909453097924,-0.006887960041022689,0.0036502694246479937,0.01999999999999986,0.005752135262332176,-0.06041415790458529,1.0052264808362368,1.0060975609756098,1.0020905923344947,1.0040069686411148,1.1830827604042704,0.9954150431567621,1.01552443796801,0.011400742440050298,-0.008626995034010229,0.003986135181975683,0.02000000000000013,0.004531985358201232,0.18308276040427046,1.0
1.0031039834454216,1.0031039834454216,0.9965511295050871,0.9968960165545784,1.0,0.9858947501339081,1.0141052498660919,0.008474904093291505,-0.019578970014543444,0.006532576929688887,0.02821049973218376,0.0,0.0,0.9968960165545784,0.9993102259010175,0.994654250732885,0.9984480082772892,1.2730603748875826,0.9900478935343889,1.016941526419083,0.005807893343136553,-0.02079130389030466,0.004670472236637322,0.026799974745574554,0.0015568240788791073,0.27306037488758267,0.9984480082772892,1.0,0.9941369201586481,0.9970684600793241,1.3468185308399814,0.9902394699872688,1.0157760231510546,0.004223856513625918,-0.021022275818431215,0.005872193436960205,0.025459976008295953,0.00017298045320896042,0.34681853083998143,0.9970684600793241,1.0001724435247457,0.9951715813071219,0.997585790653561,1.0515827314701125,0.9950608654500761,1.019423003157909,-0.00012341810030181856,-0.0240184360698978,0.005015565548253223,0.02418697720788129,0.0006919218128352655,0.05158273147011241,0.9974133471288154,0.9979306777030523,0.9827556475254354,0.9848249698223833,1.5765814155396942,0.9801996804598722,1.002984110506667,0.002052056024922081,-0.020711200874744404,0.01521438450899037,0.022977628347487056,-0.01210863172461494,0.5765814155396943,0.0
1.000545256270447,1.0021810250817884,0.9967284623773173,0.9994547437295529,1.0,0.9899999999999999,1.01,0.00534850774381713,-0.014559383498634901,0.005449591280653956,0.02000000000000021,0.0,0.0,0.9992729916394038,1.000363504180298,0.9967284623773173,1.000363504180298,0.9827831782823244,0.9900309481194673,1.0100315733340022,0.006231171618512885,-0.01369419811650726,0.0036376864314296145,0.020000000000000087,0.0009092562284050644,-0.017216821717675596,1.000363504180298,1.0014540167211923,0.9980007270083606,1.0009087604507452,0.7680692110855686,0.9869780973098691,1.0069170487706744,0.009893725606131604,-0.010104169950425294,0.0034520348837209533,0.019999999999999834,0.001454809965448103,-0.23193078891443136,1.0007270083605961,1.0014540167211923,0.9970919665576153,0.9985459832788076,1.0394846193057514,0.9884890599566755,1.0084585359153961,0.005969701385973718,-0.013950490720679175,0.004358881220486867,0.01999999999999995,-0.0009092562284052663,0.03948461930575142,0.9983642311886587,0.9992729916394038,0.9876408578698654,0.9892766266812067,2.1303900638650157,0.978260385827963,0.9980232219052956,0.00705219296989525,-0.012889434613666904,0.011651192426724851,0.01999999999999987,-0.010183669758137932,1.1303900638650157,1.0
0.9969186151894145,1.0061627696211708,0.9969186151894145,1.0030813848105853,1.0,0.9899999999999999,1.01,0.01808500411224013,-0.0020750949790915127,0.00927272727272726,0.020000000000000153,0.0,0.0,1.0030813848105853,1.0047127061808954,0.994743520029001,1.0014500634402754,1.0592990404281526,0.9894237248038606,1.0094120828807065,0.01702128638769868,-0.0031177489863153667,0.009938561619082147,0.020000000000000212,-0.0016263100831225368,0.059299040428152684,1.0014500634402754,1.0043501903208265,0.9999999999999998,1.0009062896501721,0.5275625938781198,0.9905668126963543,1.0105782634578966,0.01529607923710254,-0.0048087936190776516,0.0043438914027150565,0.019999999999999945,-0.0021684134441633156,-0.47243740612188023,1.0007250317201377,1.0047127061808954,1.0005437737901033,1.0047127061808954,0.40216328753280906,0.9920663274486268,1.0121080714374882,0.017616756891673517,-0.002534069977468699,0.004165911972468699,0.020000000000000167,0.0016263100831225368,-0.597836712467191,1.0047127061808954,1.0063440275512052,1.0023563530904476,1.004168932390792,0.41477317544658493,0.9920120119506395,1.0120526586567131,0.0171216864059317,-0.0030193370872552854,0.0039689698719104815,0.02000000000000022,0.0010842067220817582,-0.5852268245534151,0.0
