time,open,high,low,close,Plot,Plot.1,Volume
2022-01-02 15:00:00,3752.6,3790.38,3751.79,3778.17,3717.8003236950367,3792.907400941401,9828.9944
2022-01-02 16:00:00,3778.17,3849.92,3778.08,3838.62,3751.114481681353,3835.8592156151194,19488.0477
2022-01-02 17:00:00,3838.63,3857.44,3811.1,3823.82,3711.660548588204,3820.0885371986697,16148.5809
2022-01-02 18:00:00,3823.82,3825.0,3771.91,3795.06,3690.819839229701,3793.1733029795505,12193.3706
2022-01-02 19:00:00,3795.06,3806.3,3784.2,3798.72,3675.305007803805,3794.511067218394,6647.9177
2022-01-02 20:00:00,3799.0,3814.42,3794.24,3810.26,3689.248590701235,3806.156398833062,6164.3283
2022-01-02 21:00:00,3810.27,3827.8,3802.01,3811.57,3697.609547553884,3808.8355509960943,4056.87
2022-01-02 22:00:00,3811.57,3833.33,3810.21,3827.7,3723.521681409968,3829.846904581542,4711.8086
2022-01-02 23:00:00,3827.7,3840.02,3820.09,3828.27,3732.217425097912,3833.390054208018,6026.1116
2022-01-03 00:00:00,3828.11,3828.79,3805.82,3807.03,3719.633290137652,3815.358341964118,7307.3185
2022-01-03 01:00:00,3807.03,3810.7,3794.67,3805.78,3730.175803321309,3821.3137133029063,6809.3533
2022-01-03 02:00:00,3805.78,3806.68,3784.77,3798.45,3726.650241581161,3813.096621585696,9233.5562
2022-01-03 03:00:00,3798.45,3806.36,3775.7,3785.0,3715.772966652151,3797.60986666351,7953.6351
2022-01-03 04:00:00,3785.24,3799.73,3780.3,3791.87,3724.061560219491,3801.9371586537222,5823.7729
2022-01-03 05:00:00,3791.87,3822.99,3790.72,3812.13,3749.4360092502575,3825.1821912553137,8723.2902
2022-01-03 06:00:00,3812.14,3817.02,3799.6,3803.17,3741.111826243067,3816.689842934846,5360.1207
2022-01-03 07:00:00,3803.18,3811.0,3798.33,3808.88,3755.2201449412432,3831.083178172379,5377.7832
2022-01-03 08:00:00,3808.88,3821.99,3804.72,3807.4,3753.309886980803,3829.134329142032,5950.8314
2022-01-03 09:00:00,3807.39,3818.3,3789.66,3808.86,3757.515850580992,3833.425261703841,9522.7019
2022-01-03 10:00:00,3808.86,3830.7,3808.18,3823.97,3772.309893516594,3848.518174193697,9175.9663
2022-01-03 11:00:00,3823.97,3845.0,3823.97,3834.61,3795.1257250990766,3871.7949316667346,9226.6499
2022-01-03 12:00:00,3834.61,3838.51,3816.84,3819.1,3781.828909689925,3858.229493724065,7276.4538
2022-01-03 13:00:00,3819.1,3830.43,3818.49,3819.29,3779.316895210234,3855.666731477107,5923.7388
2022-01-03 14:00:00,3819.28,3853.09,3802.85,3804.19,3758.1424876152614,3834.064558072136,16483.3257
2022-01-03 15:00:00,3804.19,3814.11,3777.0,3784.04,3743.7566011521144,3819.388047640036,16201.2909
2022-01-03 16:00:00,3784.04,3795.0,3735.2,3748.93,3725.900195542046,3801.170906563097,19371.0489
2022-01-03 17:00:00,3748.67,3775.86,3742.43,3761.65,3732.798023530772,3808.208084612201,10081.629
2022-01-03 18:00:00,3761.66,3771.46,3745.0,3752.4,3723.8402656682674,3799.0693619443937,5843.6159
2022-01-03 19:00:00,3752.39,3764.0,3738.26,3738.4,3714.071120830673,3789.102860645434,6231.0744
2022-01-03 20:00:00,3738.39,3742.18,3680.0,3699.02,3678.152289822725,3752.4583966878304,29787.7007
2022-01-03 21:00:00,3699.02,3735.38,3693.32,3723.38,3683.188593302944,3757.596443672701,9569.7905
2022-01-03 22:00:00,3723.52,3772.99,3722.22,3751.99,3703.154023191304,3777.965215579007,10594.7343
2022-01-03 23:00:00,3751.99,3778.67,3745.68,3765.89,3721.882339083616,3797.0718812873256,8416.4761
2022-01-04 00:00:00,3765.89,3774.36,3736.94,3743.11,3705.6200172233657,3780.4810276723224,8719.5215
2022-01-04 01:00:00,3743.11,3760.03,3728.1,3732.26,3690.59418288033,3765.151641120337,7623.7429
2022-01-04 02:00:00,3732.26,3740.0,3713.11,3725.81,3693.932353485888,3768.557249515906,8839.3156
2022-01-04 03:00:00,3725.82,3749.61,3718.89,3744.23,3710.561686587781,3785.522528741069,6563.9242
2022-01-04 04:00:00,3744.04,3759.72,3729.5,3730.84,3693.165457567118,3767.7748607502926,7159.7679
2022-01-04 05:00:00,3730.85,3748.03,3726.6,3742.39,3697.344755489419,3772.038588933651,5676.244
2022-01-04 06:00:00,3742.38,3755.9,3734.44,3753.33,3714.188607152163,3789.2227204279648,5217.8403
2022-01-04 07:00:00,3753.34,3764.53,3746.75,3763.87,3728.620676122772,3803.9463463474744,5272.8543
2022-01-04 08:00:00,3763.88,3781.88,3757.58,3770.12,3724.191223431947,3799.4274097639054,10982.1712
2022-01-04 09:00:00,3770.12,3778.92,3763.59,3766.93,3714.100020592245,3789.1323442405737,10956.7217
2022-01-04 10:00:00,3766.93,3814.99,3764.52,3805.76,3736.7440115336194,3812.2337895444,12503.6287
2022-01-04 11:00:00,3805.76,3840.0,3805.5,3836.19,3738.381944318312,3833.0348313841782,21823.7676
2022-01-04 12:00:00,3836.19,3841.93,3818.15,3831.79,3734.808651906873,3828.6662544420305,11473.6512
2022-01-04 13:00:00,3831.79,3875.0,3815.06,3865.96,3759.262097371909,3862.4589892819977,18976.9053
2022-01-04 14:00:00,3865.96,3900.73,3851.52,3875.34,3794.776509909989,3893.671860194526,25124.721
2022-01-04 15:00:00,3875.34,3887.08,3843.82,3849.52,3767.751856954096,3860.972631416658,15187.6719
2022-01-04 16:00:00,3849.51,3865.64,3835.63,3851.71,3761.562958571643,3849.922572056772,17338.0907
2022-01-04 17:00:00,3851.57,3864.58,3837.01,3838.3,3748.321321924208,3835.445936129291,5685.1103
2022-01-04 18:00:00,3838.3,3854.5,3762.38,3771.68,3688.4995945340424,3769.899726454174,23872.4179
2022-01-04 19:00:00,3771.69,3842.52,3758.4,3812.31,3706.684863849112,3808.8412109666847,26045.4081
2022-01-04 20:00:00,3812.05,3829.8,3795.59,3816.37,3729.8927990803977,3827.481720829123,13415.1941
2022-01-04 21:00:00,3816.37,3832.51,3807.99,3825.99,3732.822193138332,3825.543832009278,6061.3313
2022-01-04 22:00:00,3825.99,3826.0,3805.91,3816.62,3734.3934436791815,3822.4613890988744,5805.0681
2022-01-04 23:00:00,3816.62,3816.63,3783.89,3785.11,3713.999981422995,3797.1586107192857,7933.4851
2022-01-05 00:00:00,3785.1,3812.24,3766.0,3810.13,3754.9550747292183,3834.782246177372,8717.3019
2022-01-05 01:00:00,3810.13,3810.94,3792.1,3793.33,3746.60616502214,3822.2951784569304,6428.4201
2022-01-05 02:00:00,3793.33,3808.3,3792.8,3802.38,3764.384947366664,3840.4331281215464,6540.4906
2022-01-05 03:00:00,3802.38,3826.05,3802.38,3809.45,3777.363744408856,3853.674123083782,6913.1841
2022-01-05 04:00:00,3809.44,3818.85,3802.62,3810.12,3778.9883933353954,3855.3315932007567,5210.3318
2022-01-05 05:00:00,3810.12,3810.21,3797.49,3803.86,3771.939280178171,3848.140073717124,4757.4829
2022-01-05 06:00:00,3803.87,3821.43,3798.77,3819.17,3785.3029118785776,3861.7736777751143,6236.7895
2022-01-05 07:00:00,3819.17,3822.89,3809.57,3815.74,3782.1537210806537,3858.560866961071,4536.4788
2022-01-05 08:00:00,3815.73,3826.7,3802.46,3820.82,3800.7248552123906,3877.507175519712,7143.9359
2022-01-05 09:00:00,3820.83,3840.0,3816.46,3836.69,3817.340474645543,3894.458464032322,8725.2186
2022-01-05 10:00:00,3836.7,3848.0,3821.26,3826.45,3813.712663719107,3890.75736399626,7454.3583
2022-01-05 11:00:00,3826.45,3828.08,3781.42,3791.69,3768.908525042517,3845.048091204991,13111.5885
2022-01-05 12:00:00,3791.69,3796.71,3761.44,3790.03,3764.706163952012,3840.76083393084,12642.7174
2022-01-05 13:00:00,3790.02,3816.17,3780.79,3814.54,3781.102199400125,3857.488102418309,10160.5936
2022-01-05 14:00:00,3814.54,3833.0,3788.57,3821.0,3800.024385091693,3876.792554487485,14455.1364
2022-01-05 15:00:00,3821.02,3828.18,3804.27,3820.97,3792.6643972322777,3869.283880004647,8922.9206
2022-01-05 16:00:00,3820.97,3823.33,3790.13,3792.88,3765.246298951673,3841.3118807486767,8767.9237
2022-01-05 17:00:00,3792.87,3804.23,3771.13,3772.6,3739.812748940986,3815.364521646864,11885.0492
2022-01-05 18:00:00,3773.0,3773.0,3726.4,3747.6,3729.998141723368,3805.351639535961,25781.3228
2022-01-05 19:00:00,3747.6,3760.16,3645.6,3655.3,3628.022824392603,3701.3162147843736,44674.9533
2022-01-05 20:00:00,3655.29,3666.14,3583.36,3593.46,3568.3223050000115,3640.409624292941,54535.853
2022-01-05 21:00:00,3593.13,3633.96,3553.0,3554.24,3537.419233744657,3608.8822485677815,28173.218
2022-01-05 22:00:00,3554.24,3570.36,3415.0,3534.25,3522.0380593114764,3593.1903433379707,65658.8238
2022-01-05 23:00:00,3534.25,3564.98,3503.18,3540.63,3521.94299639456,3593.0933599580862,26507.9435
2022-01-06 00:00:00,3539.82,3550.43,3516.0,3538.85,3538.2498909179785,3609.7296866941,19668.9219
2022-01-06 01:00:00,3538.85,3540.0,3501.83,3525.13,3524.4782402535184,3595.679820864701,15755.2747
2022-01-06 02:00:00,3525.13,3529.71,3491.47,3508.31,3499.156639600752,3569.8466727239993,19040.2744
2022-01-06 03:00:00,3508.3,3510.75,3445.75,3448.83,3450.5793558857276,3541.7333080013686,29649.9354
2022-01-06 04:00:00,3448.83,3471.07,3406.24,3450.42,3452.3920899161644,3564.2594958979143,37113.2238
2022-01-06 05:00:00,3450.42,3480.42,3436.79,3456.98,3453.4763629106587,3559.6977285476833,22669.5616
2022-01-06 06:00:00,3456.97,3468.1,3419.94,3438.73,3440.851491591062,3572.438240107366,18913.5143
2022-01-06 07:00:00,3438.74,3463.39,3426.31,3453.12,3451.114880118435,3576.37540704219,16986.5552
2022-01-06 08:00:00,3453.04,3456.05,3384.0,3405.22,3407.458184449872,3576.727362670823,34167.7777
2022-01-06 09:00:00,3405.56,3408.37,3300.0,3308.44,3309.9000821802188,3581.0151086450132,58231.3825
2022-01-06 10:00:00,3308.44,3365.81,3308.1,3355.94,3331.1836104413414,3589.8693336180904,26215.7987
2022-01-06 11:00:00,3355.94,3367.88,3330.97,3349.49,3329.669828118493,3574.8336290920192,15867.6256
2022-01-06 12:00:00,3349.49,3362.01,3318.0,3361.16,3342.106723727538,3575.452745535244,18031.1037
2022-01-06 13:00:00,3361.15,3409.11,3360.8,3405.58,3348.3129598687365,3570.016350768034,21746.8558
2022-01-06 14:00:00,3405.31,3426.0,3383.34,3394.8,3322.297111061377,3530.933499548777,26010.5495
2022-01-06 15:00:00,3394.81,3406.01,3358.44,3397.01,3333.100159690574,3531.6375287920787,23173.1542
2022-01-06 16:00:00,3397.01,3420.0,3382.11,3401.24,3327.7592777102413,3515.7875539070455,15460.1196
2022-01-06 17:00:00,3401.25,3435.19,3395.87,3422.89,3338.0135965038144,3516.9381441656697,12924.8169
2022-01-06 18:00:00,3422.89,3458.67,3417.04,3456.45,3367.2346163745688,3538.4714629804307,16112.059
2022-01-06 19:00:00,3456.45,3461.33,3436.0,3447.29,3372.3790478962997,3535.095716387674,16732.4486
2022-01-06 20:00:00,3447.28,3458.73,3419.33,3425.77,3355.9026068328085,3509.5428780423463,12212.5746
2022-01-06 21:00:00,3425.77,3433.41,3414.2,3428.26,3348.835015468511,3494.319367914771,7008.3025
2022-01-06 22:00:00,3428.02,3437.24,3415.44,3429.55,3353.6162595758574,3491.8735629034277,5062.1495
2022-01-06 23:00:00,3429.56,3431.77,3405.74,3406.81,3346.365258064766,3477.290771155153,7991.7616
2022-01-07 00:00:00,3406.81,3416.76,3365.01,3366.71,3323.609246740696,3447.021966200618,16147.2712
2022-01-07 01:00:00,3366.71,3394.4,3366.57,3391.59,3340.806760398938,3458.546197397266,12111.4824
2022-01-07 02:00:00,3391.59,3392.1,3357.72,3361.2,3324.8182169452452,3436.03738295339,10172.4979
2022-01-07 03:00:00,3361.61,3364.62,3227.82,3238.74,3240.6541728209804,3352.940453182241,60437.7982
2022-01-07 04:00:00,3238.74,3251.42,3140.27,3217.31,3219.3380592897324,3349.971327509863,73101.4428
2022-01-07 05:00:00,3217.31,3249.33,3211.85,3235.77,3233.552622303521,3358.07585979601,31441.7987
2022-01-07 06:00:00,3235.76,3236.05,3151.18,3170.98,3173.0226791181176,3359.928356290384,35499.8169
2022-01-07 07:00:00,3171.14,3205.65,3113.25,3202.25,3188.572364989069,3366.7405359545232,42039.1103
2022-01-07 08:00:00,3201.75,3289.0,3188.01,3231.01,3219.6285845798184,3390.298498367381,38705.0759
2022-01-07 09:00:00,3231.0,3275.57,3228.53,3250.58,3244.715527561571,3407.8990366833623,22274.557
2022-01-07 10:00:00,3250.68,3266.27,3216.75,3217.33,3219.4458750560484,3381.2771197711622,17382.3768
2022-01-07 11:00:00,3216.96,3237.28,3215.2,3225.68,3224.352557796677,3378.133299709793,11978.7626
2022-01-07 12:00:00,3225.86,3265.01,3225.45,3241.72,3233.0678517937463,3379.3799830202306,12731.478
2022-01-07 13:00:00,3241.72,3268.79,3114.56,3166.82,3160.5708365229907,3296.2970021144506,59819.4132
2022-01-07 14:00:00,3166.72,3226.81,3158.0,3208.2,3188.4573366720297,3318.3953622781337,28901.722
2022-01-07 15:00:00,3208.2,3209.66,3064.42,3131.69,3133.701209567298,3269.0565053727714,62334.0102
2022-01-07 16:00:00,3131.69,3222.69,3091.0,3213.41,3192.8635313647715,3323.7373923953737,53549.5164
2022-01-07 17:00:00,3214.11,3216.38,3173.36,3203.21,3178.738154474014,3302.3915677308964,14215.3949
2022-01-07 18:00:00,3203.2,3209.23,3157.0,3173.13,3153.327634174223,3269.746109776257,10734.5778
2022-01-07 19:00:00,3172.86,3203.36,3143.98,3197.32,3156.1486130439152,3266.743029296642,14959.4531
2022-01-07 20:00:00,3197.33,3225.24,3183.27,3214.88,3165.899247346089,3271.196287930467,13416.3527
2022-01-07 21:00:00,3215.09,3223.64,3205.01,3215.04,3160.6760048618185,3260.4601858874607,8368.5519
2022-01-07 22:00:00,3215.04,3216.59,3165.17,3181.77,3134.027133192186,3227.948723566145,10529.6736
2022-01-07 23:00:00,3181.77,3199.42,3170.26,3199.24,3137.1934847935427,3226.4422754824077,8779.5917
2022-01-08 00:00:00,3198.68,3239.6,3188.41,3235.79,3171.3569216640844,3257.0056652716603,14876.5055
2022-01-08 01:00:00,3235.78,3246.7,3215.94,3217.8,3164.2902926557636,3245.4205162128524,8857.9465
2022-01-08 02:00:00,3217.8,3222.22,3189.95,3209.88,3166.8636772528275,3243.9506590222836,9490.47
2022-01-08 03:00:00,3209.88,3213.32,3181.0,3203.5,3163.014314785986,3236.1134482766197,7791.641
2022-01-08 04:00:00,3203.77,3227.46,3201.96,3218.69,3171.7583099791736,3241.354251670392,8935.266
2022-01-08 05:00:00,3218.69,3220.95,3204.35,3215.67,3178.8409736793965,3245.068428584838,4926.3488
2022-01-08 06:00:00,3215.66,3223.87,3191.5,3219.48,3177.140006398364,3241.32465299227,10627.8979
2022-01-08 07:00:00,3219.49,3230.01,3207.23,3216.13,3177.3154368368905,3241.5036274800605,10562.9736
2022-01-08 08:00:00,3216.14,3237.85,3208.18,3215.24,3181.540278149636,3245.813819122356,10722.9108
2022-01-08 09:00:00,3215.68,3241.5,3215.24,3240.92,3197.7339890062785,3262.33467565287,9277.8525
2022-01-08 10:00:00,3240.92,3250.0,3209.19,3221.33,3179.7071493337053,3243.9436574010533,17975.2855
2022-01-08 11:00:00,3221.33,3224.11,3198.64,3219.95,3183.381191567903,3247.6919227106887,9661.0854
2022-01-08 12:00:00,3219.96,3230.33,3193.34,3201.47,3178.9167678487,3243.137308613321,13433.1169
2022-01-08 13:00:00,3201.18,3208.85,3175.05,3200.39,3181.289177321452,3245.557645550168,10334.1321
2022-01-08 14:00:00,3200.39,3205.57,3175.05,3176.31,3168.890096818879,3232.9080785727956,9190.9626
2022-01-08 15:00:00,3176.3,3183.81,3147.09,3160.72,3157.9794518719705,3221.777016556253,18047.3897
2022-01-08 16:00:00,3160.33,3180.0,3121.87,3129.01,3130.4794383244953,3204.125710285098,17453.8168
2022-01-08 17:00:00,3129.01,3136.57,3035.94,3040.83,3042.827534141417,3205.0860606470915,37645.1714
2022-01-08 18:00:00,3040.84,3080.0,3001.0,3009.22,3011.0996538055815,3201.332967858105,56410.6109
2022-01-08 19:00:00,3009.22,3057.32,3000.0,3028.75,3021.539877759605,3202.602156665076,40262.724
2022-01-08 20:00:00,3028.75,3055.06,3003.3,3031.62,3030.6426839633527,3202.9119743457345,22372.1694
2022-01-08 21:00:00,3031.66,3104.13,3024.99,3078.37,3080.35629010194,3260.873067891483,24844.1559
2022-01-08 22:00:00,3078.37,3133.56,3075.51,3118.45,3090.8093552279124,3262.6305127177725,15143.6376
2022-01-08 23:00:00,3118.46,3119.94,3078.44,3080.95,3072.5378978590907,3234.5778564095776,11848.0353
2022-01-09 00:00:00,3080.98,3122.3,3057.35,3119.43,3079.127157516843,3233.1921207026658,16496.706
2022-01-09 01:00:00,3119.43,3135.71,3092.85,3115.24,3081.36865271181,3227.6539282810263,17813.8682
2022-01-09 02:00:00,3115.25,3146.25,3110.5,3137.06,3101.679945729385,3241.4011767351913,11985.8062
2022-01-09 03:00:00,3137.08,3145.86,3118.06,3120.57,3081.2408327660496,3212.9529876653405,11439.7478
2022-01-09 04:00:00,3120.56,3143.5,3116.38,3140.83,3098.5599709503435,3224.255507452305,8252.2055
2022-01-09 05:00:00,3140.82,3147.53,3118.4,3123.04,3074.310645359081,3192.666866270104,7608.4069
2022-01-09 06:00:00,3123.04,3146.0,3118.81,3138.14,3081.2913344201584,3193.876693695941,7811.1306
2022-01-09 07:00:00,3138.15,3140.53,3122.0,3127.51,3074.076251339595,3180.6845143522505,5433.2038
2022-01-09 08:00:00,3127.51,3140.0,3103.13,3107.58,3063.720479990832,3164.5697151430104,12408.7235
2022-01-09 09:00:00,3107.82,3116.5,3093.18,3096.81,3051.098916740186,3146.4325434025263,12785.2981
2022-01-09 10:00:00,3096.81,3111.0,3084.81,3106.8,3060.3274181646716,3151.0973924450636,9810.5785
2022-01-09 11:00:00,3106.8,3135.32,3106.28,3128.42,3075.7475904936373,3162.3493477575503,10128.1456
2022-01-09 12:00:00,3128.42,3135.0,3104.57,3109.74,3067.3289273682008,3149.317697495466,8474.6559
2022-01-09 13:00:00,3109.74,3130.06,3085.01,3085.01,3048.8873658116386,3126.2567054895185,10422.6327
2022-01-09 14:00:00,3086.07,3116.64,3085.83,3097.87,3056.92283582179,3130.5707004633555,9145.7084
2022-01-09 15:00:00,3097.88,3104.85,3072.71,3098.05,3065.5655963758813,3135.6866452088643,13856.3158
2022-01-09 16:00:00,3098.06,3160.0,3092.34,3159.96,3107.8577768578034,3175.3531889956184,18744.8401
2022-01-09 17:00:00,3159.97,3177.86,3148.35,3166.66,3109.1522617239384,3173.2648014178462,18713.257
2022-01-09 18:00:00,3166.65,3179.92,3164.33,3168.63,3101.437500506461,3166.53808806633,12406.0303
2022-01-09 19:00:00,3169.31,3209.64,3161.23,3203.91,3158.860120792264,3222.675476767865,17699.8806
2022-01-09 20:00:00,3204.11,3211.72,3192.78,3195.84,3141.2484877609527,3204.7080531702645,8921.7249
2022-01-09 21:00:00,3195.84,3204.37,3183.68,3189.05,3132.777092905337,3196.0655190246366,6250.2761
2022-01-09 22:00:00,3189.05,3200.0,3173.24,3179.4,3127.4721490934226,3190.6534046306633,5921.1581
2022-01-09 23:00:00,3179.4,3185.22,3143.84,3151.97,3103.6629682343073,3166.363230218839,13343.8637
2022-01-10 00:00:00,3151.97,3171.25,3135.48,3136.78,3089.502917422957,3151.9171177749363,11887.9352
2022-01-10 01:00:00,3137.39,3152.79,3128.11,3151.6,3102.6110626706973,3165.2900740377822,9251.9346
2022-01-10 02:00:00,3151.61,3160.0,3141.6,3153.82,3111.5256735301937,3174.3847780459555,8375.5216
2022-01-10 03:00:00,3153.82,3157.47,3147.87,3155.04,3115.1957025116726,3178.12894902706,4942.2764
2022-01-10 04:00:00,3155.04,3185.0,3152.0,3175.18,3132.9229622856974,3196.2143352611665,12759.537
2022-01-10 05:00:00,3175.18,3181.0,3167.4,3174.0,3123.239103715007,3186.3348431839972,8635.7041
2022-01-10 06:00:00,3173.99,3175.07,3155.3,3161.45,3117.0117442399464,3179.981678467016,7804.6773
2022-01-10 07:00:00,3161.45,3175.01,3155.16,3163.24,3126.7779385033173,3189.9451695841926,7950.9808
2022-01-10 08:00:00,3163.24,3169.91,3138.01,3145.27,3111.5052093568265,3174.363900454944,11088.7354
2022-01-10 09:00:00,3145.27,3159.45,3140.5,3146.0,3111.7738065062476,3174.637923809404,6973.1479
2022-01-10 10:00:00,3146.01,3168.0,3137.37,3138.97,3111.635967275009,3174.4972999472316,9407.66
2022-01-10 11:00:00,3138.97,3140.25,3094.39,3104.5,3096.2565494965847,3158.807186860152,25916.8236
2022-01-10 12:00:00,3104.42,3110.94,3030.0,3031.55,3033.1933093776393,3122.5142937355754,33757.8233
2022-01-10 13:00:00,3031.55,3047.61,3011.56,3021.04,3021.5752669537,3106.042997376715,27512.339
2022-01-10 14:00:00,3021.34,3041.82,2928.83,3018.96,3020.522785487636,3102.9300446181965,128141.5663
2022-01-10 15:00:00,3018.96,3032.4,2981.03,3006.26,3008.190277906834,3138.0271112954915,40379.5084
2022-01-10 16:00:00,3006.27,3095.0,2996.1,3075.74,3075.130253080609,3201.084080613223,43620.2713
2022-01-10 17:00:00,3075.74,3083.78,2970.68,3012.3,3014.236276501499,3144.883112267959,58899.9362
2022-01-10 18:00:00,3012.3,3059.56,3003.24,3042.91,3043.81488074038,3169.0116453734195,17689.5633
2022-01-10 19:00:00,3042.9,3056.28,3020.21,3029.75,3020.531238356992,3138.4371162732946,10499.1698
2022-01-10 20:00:00,3029.75,3088.0,3019.17,3082.68,3051.1744363822168,3164.211055301117,15604.1474
2022-01-10 21:00:00,3082.68,3096.15,3068.12,3074.65,3050.55087490156,3157.8143723346966,13234.7443
2022-01-10 22:00:00,3074.65,3084.96,3056.33,3062.73,3041.957441807163,3143.481465399243,6294.9157
2022-01-10 23:00:00,3062.73,3088.01,3054.06,3082.68,3057.3874303752027,3154.243660192114,9189.4677
2022-01-11 00:00:00,3082.87,3087.18,3054.18,3054.75,3039.338293537427,3130.736129420618,10185.5226
2022-01-11 01:00:00,3054.6,3091.9,3051.8,3091.75,3062.456395824918,3149.8790552997384,10605.0436
2022-01-11 02:00:00,3091.74,3128.5,3086.0,3115.61,3079.3589993350006,3162.80935623956,16378.5041
2022-01-11 03:00:00,3115.61,3123.74,3107.14,3120.2,3086.0596768530354,3165.4562333011568,8469.8408
2022-01-11 04:00:00,3119.79,3124.71,3105.69,3118.17,3086.8415479194928,3162.2388917408416,8733.007
2022-01-11 05:00:00,3118.18,3119.85,3101.52,3110.66,3071.599882184296,3142.830193477775,6423.6842
2022-01-11 06:00:00,3110.66,3122.9,3097.57,3108.08,3070.27625769028,3137.876702038398,6168.687
2022-01-11 07:00:00,3108.08,3137.01,3105.69,3129.59,3078.558715550449,3142.9169548562886,10443.4855
2022-01-11 08:00:00,3129.59,3146.98,3104.79,3107.62,3063.5056327583193,3125.3946354403056,17194.6096
2022-01-11 09:00:00,3107.44,3134.02,3097.9,3123.15,3063.610159449326,3125.5012737816355,13628.0209
2022-01-11 10:00:00,3123.14,3132.66,3088.0,3093.7,3038.400644341025,3099.7824755398337,11510.016
2022-01-11 11:00:00,3093.7,3120.65,3091.87,3110.93,3053.645879426931,3115.33569517293,11170.1611
2022-01-11 12:00:00,3110.92,3135.52,3104.67,3121.93,3054.8359610420757,3119.836135231323,10608.9664
2022-01-11 13:00:00,3121.93,3131.49,3105.98,3113.52,3051.472891897569,3113.1222825376003,9805.9169
2022-01-11 14:00:00,3113.51,3122.57,3075.48,3115.34,3049.475325911306,3113.2905220218,23538.8858
